id,title,category_major,category_minor,description,support_content,keywords,age_min,age_max,application_period,application_method,selection_method,reference_url,supervisor,operator,support_scale,documents,qualification,view_count,zip_code,first_reg_date,last_modified_date,collected_at
20250922005400211781,2025년 청년 면접수당 지원 사업,일자리,취업,청년의 구직활동을 지원하여 취업 촉진과 지역 정착 유도,ㅇ지원내용: 면접수당 1회 5만원(1인 연간 최대 2회),보조금,19,39,,,,https://www.changwon.go.kr/youth/youth.web,청년정책담당관,,0,,,119,"48121,48123,48125,48127,48129",2025-09-22 10:55:23,2025-09-22 15:30:38,2025-11-04T00:01:41.595689
20250922005400211780,대학생 아르바이트 추진,일자리,취업,방학 동안 대학생의 경제적 지원 및 취업을 위한 일경험 기회 제공,"ㅇ근무시기: 하절기/동절기
ㅇ근무조건: 주5일, 1일 8시간
ㅇ근무수당: 최저시급",장기미취업청년,0,0,,,,https://www.changwon.go.kr/youth/youth.web,청년정책담당관,,0,,,23,"48121,48123,48125,48127,48129",2025-09-22 10:50:31,2025-09-22 17:08:39,2025-11-04T00:01:41.595689
20250922005400211779,신산업 연계 청년일자리 창출사업,일자리,취업,신산업 분야 직업 전문교육을 통한 청년의 초기경력 형성 지원,"ㅇ기업: 청년 인건비 월 150만원 3개월/ 기업 멘토수당 월 5만원 3개월
ㅇ청년: 교통비 월 10만원 3개월, 인센티브 100만원 1회(6개월 근무 시), 현장직무교육 및 직무소양교육 지원","인턴,장기미취업청년",18,39,20250201 ~ 20251031,,,https://www.cwip.or.kr/,청년정책담당관,,0,,,25,"48121,48123,48125,48127,48129",2025-09-22 10:36:54,2025-09-22 15:24:20,2025-11-04T00:01:41.595689
20250918005400211778,청년친화기업 지원,일자리,취업,"청년이 일하고 싶은 고용환경을 갖춘 경남형 청년친화기업 지원을 통해, 청년 채용 확대 및 일생활 균형 기업 문화 확산","○ 경상남도 소재(본사) 중소기업
○ 도내 중소기업 중 청년일자리 창출 확대, 일생활 균형 조직문화, 고용 안정성, 복지 혜택 등이 우수한 중소기업을 ‘경남형 청년친화기업’으로 선정·지원",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,산업인력과,,0,,,78,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 11:36:37,2025-09-18 16:43:49,2025-11-04T00:01:41.595689
20250918005400211777,청년일자리 성장 프로젝트,일자리,재직자,"도내 미취업 청년 및 중소기업 임·직원을 대상으로 구직 단념을 예방하고, 청년친화 조직문화, 직장적응 지원 맞춤형 프로그램을 제공","○ 도내 미취업 청년 및 중소기업 임·직원(15 ~ 34세)
○ (구직단념 예방) 구직활동을 지원 및 취업 역량 강화 맞춤형 프로그램 제공
○ (직장 적응 지원) 청년친화 조직문화 교육 및 신입직원 대상 직장 적응지원 교육","교육지원,맞춤형상담서비스",15,34,,,,https://youth.gyeongnam.go.kr/youth/,산업인력과,,0,,,73,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 11:33:53,2025-09-18 16:43:34,2025-11-04T00:01:41.595689
20250918005400211776,청춘마켓,일자리,취업,청년 창업가 및 소상공인 등이 주도한 프리마켓 개최를 통하여 지역 청년 홍보 및 청년 창업 활성화 기여,"○ 도내 청년 창업가 및 청년 소상공인
○ 지역 청년 창업가 교류 및 판로 확대 지원
  - 지역 축제 기간 등에 청년 주도 프리마켓(버스킹, 푸드트럭, 홍보 등 부대행사) 개최
  - 청년 창업가, 청년 소상공인 등 네트워크 교류회 개최","교육지원,맞춤형상담서비스",19,39,,,,https://youth.gyeongnam.go.kr/youth/,청년정책과,,0,,,53,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 11:29:57,2025-09-18 16:43:03,2025-11-04T00:01:41.595689
20250918005400211775,귀어 청년 사각지대 해소 지원,일자리,재직자,귀어 정착 초기 재정적 지원을 통한 어촌 정착 유도 및 법과 조례상 청년어업인의 연령기준 차이로 인해 발생하는 사각지대 귀어청년 지원,"○ 40 ~ 49세 귀어 청년어업인
  - 건강보험료 소득판정기준 중위소득 150% 이하
  - 수산업 경영(어업, 양식업, 유통업, 가공업, 해양레저관광업 등) 5년 이하의 청년어업인(예정자 포함)
○ 40세 이상 50세 미만 독립경영 5년 이하 귀어청년(예정자 포함)의 영어·가계자금 지원(1인당 월 100만원 한도, 최대 1년 간)",보조금,40,49,,,,https://youth.gyeongnam.go.kr/youth/,어촌발전과,,0,,,28,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 11:26:49,2025-09-18 16:42:37,2025-11-04T00:01:41.595689
20250918005400211774,농업인대학 운영(농식품로컬벤처),일자리,취업,지역 농식품 기반의 로컬벤처 육성으로 청년농업인의 농창업 조기 정착 및 안정화 기반 구축,"○ 19 ~ 49세 도내 청년농업인(예비 농식품 창업자 또는 초기 창업자)
○ 지역 농식품 로컬벤처 인력양성을 위한 장기교육 과정 운영",교육지원,19,49,,,,https://youth.gyeongnam.go.kr/youth/,농업기술원,,0,,,21,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 11:23:23,2025-09-18 16:41:06,2025-11-04T00:01:41.595689
20250918005400211773,청년 창업농 맞춤형 지원,일자리,창업,도내 유입되는 청년농업인들이 건실한 농업경영체로 육성하기 위해 창농(농업 창업)을 지원,"○ 도내 18 ~ 49세 청년농업인
○ 청년농업인의 창농 사업계획서를 평가하여 시설하우스, 노지농업, 가공 및 체험 등 다양한 청년팜 지원",교육지원,18,49,,,,https://youth.gyeongnam.go.kr/youth/,농업정책과,,0,,,30,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:46:25,2025-09-18 16:40:23,2025-11-04T00:01:41.595689
20250918005400211772,청년창업농 디자인 제작 지원,일자리,창업,상품 판매에 있어 필요한 디자인 제작‧홍보 지원으로 상품 판매 경쟁력 제고 ,"○ 19 ~ 39세 임대형 스마트팜 청년농업인
○ 임대형 스마트팜 청년농에게 디자인 제작·홍보 지원",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,농업인력자원관리원,,0,,,22,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:24:54,2025-09-18 16:39:12,2025-11-04T00:01:41.595689
20250918005400211771,차세대농업인 성공모델 육성,일자리,창업,청년농업인 영농정착 기반 조성 지원으로 영농정착 안정화 유도,"○ 18 ~ 39세 청년농업인(영농경력 2년 이상)
○ 신기술, 영농현장에서 축적, 검증한 기술 등을 적용하여 구체화할 수 있는 영농기반 시설 및 장비 구축 지원
○ 창의적 아이디어 및 신기술이 반영된 자율형 공모",교육지원,18,39,,,,https://youth.gyeongnam.go.kr/youth/,농업기술원,,0,,,15,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:21:28,2025-09-18 16:38:25,2025-11-04T00:01:41.595689
20250918005400211770,청년후계농 농지 임대료 지원,일자리,재직자,청년후계농의 영농 초기 농지 임대료 지원으로 안정적 영농기반 마련,"○ 도내 18 ~ 49세 청년농업인
○청년농업인이 농지 임대차 계약을 통해 영농에 종사할 경우 농지 임대료의 50% ~ 80% 지원",보조금,18,49,,,,https://youth.gyeongnam.go.kr/youth/,농업정책과,,0,,,27,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:18:16,2025-09-18 16:37:31,2025-11-04T00:01:41.595689
20250918005400211769,청년농업인 취농직불제,일자리,재직자,"농촌인구 감소와 고령화 등 농촌 공동화로 신규 농업인력 확보를 위한 청년 농업인 활성화 도모, 영농 초기 소득이 불안정한 청년농업인에게 영농 지원금을 지급 건실한 경영체로 성장을 유도
","○ 청년농업인
  - 40 ~ 49세
  - 4인 가족 기준중위소득 140% 미만
  - 독립경영 5년 이하(독립경영 예정자 포함)
○ 선발된 청년농업인이 독립영농 개시 후 1년 간 월 최대 100만원의 생활안정자금 지원 ",보조금,40,49,,,,https://youth.gyeongnam.go.kr/youth/,농업정책과,,0,,,16,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:14:28,2025-09-18 16:36:59,2025-11-04T00:01:41.595689
20250918005400211768,청년 소규모 스마트팜 조성,일자리,창업,소규모 스마트팜 신축 지원을 통한 청년농의 창업 및 안정적인 영농 정착 지원,"○ 경남 거주 만 50세 미만 농업인
  - 18세 ~ 50세 미만
  - 스마트팜 혁신밸리 청년창업보육센터 수료생(우선 지원)
○ 스마트팜 온실 신축 지원(0.3ha 이내)",교육지원,18,49,,,,https://youth.gyeongnam.go.kr/youth/,스마트농업과,,0,,,11,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:08:33,2025-09-18 16:36:28,2025-11-04T00:01:41.595689
20250918005400211767,지역특화 임대형 스마트팜 조성,일자리,창업,스마트팜 전문교육을 마친 청년농들이 적정 임대료만으로 스마트팜 창업이 가능하도록 스마트팜 온실을 구축하여 청년의 스마트팜 진입과 안정적 정착 지원,"○ 18세 ~ 40세 미만 대한민국 국적 청년
 - (1순위) 스마트팜 청년창업 보육사업 수료(예정)생
 - (2순위) 독립경영 예정자 또는 시설농업 경험이 없는  청년농업인 중 독립경영 3년 이하 
○ 기반조성 5.6ha, 임대온실 4ha 신축",교육지원,18,39,,,,https://youth.gyeongnam.go.kr/youth/,스마트농업과,,0,,,15,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 10:05:34,2025-09-18 16:19:23,2025-11-04T00:01:41.595689
20250918005400211766,경남 동남아‧대양주 소비재 청년 무역사절단,일자리,취업,수출 경험이 부족한 도내 청년기업의 소비재 분야 동남아‧대양주 시장 판로 개척 및 수출역량 강화,"○ 청년 기업
  - 고용노동부 주관 청년친화 강소기업, 경남형 청년친화기업으로 지정된 기업(유효기간 내)
  - 재직자 중 1명 이상 청년(18 ~ 39세)으로 구성된 기업
  - 사업자등록증상 대표자가 청년(18 ~ 39세)인 기업
○ 소비재 관련 바이어(벤더사, 전문상사 등)와 1:1 오프라인 수출상담 진행
○ 상담장 임차료, 편도 항공료(1사 1인), 통역비 등 지원
○ 무역사절단 파견 후 수출협약을 위한 후속 지원(긴급지사화 3개월)","맞춤형상담서비스,교육지원",18,39,20250101 ~ 20250131,,,https://youth.gyeongnam.go.kr/youth/,국제통상과,,0,,,19,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:58:06,2025-09-18 16:17:39,2025-11-04T00:01:41.595689
20250918005400211765,여성 창업지원 서비스 지원,일자리,창업,여성 예비 창업자에게 종합적인 창업 지원 서비스를 제공하여 여성 친화적 창업 환경 조성,"○ 도내 여성 예비 창업자
○ 창업상담, 창업교육, 전문가 컨설팅, 마케팅비 지원 등",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,여성가족과,,0,,,61,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:52:52,2025-09-18 16:15:57,2025-11-04T00:01:41.595689
20250918005400211764,경남 자원연계형 로컬창업 활성화 지원,일자리,창업,"지역 자원을 활용한 창의적 BM 보유 로컬 창업가 발굴 지원으로 생활인구 증대, 신규 일자리 창출 및 지역경제 활성화 도모","○ 인구감소(관심)지역 내 청년 예비창업가 및 창업기업
○ 민간운영사 선정, 유망 창업기업 발굴 및 지역파트너 멘토링 지원, 사업화자금 지원, IR 데모데이 지원, 투자기업 후속 관리 등",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,창업지원과,,0,,,18,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:49:55,2025-09-18 16:13:20,2025-11-04T00:01:41.595689
20250918005400211763,경남 콘텐츠코리아랩 운영,일자리,창업,"콘텐츠 개발 및 사업화 지원을 통한 경남의 지속 가능한 콘텐츠산업 창작·창업 생태계 조성, 지역 특화 콘텐츠 발굴·창작 교육 및 맞춤형 창업 지원으로 지역 콘텐츠 산업 육성 및 청년 일자리 확대
 ","○ 도내 예비 및 3년 이내 초기창업자
○ 아이디어 발굴, 창작교육, 콘텐츠개발·사업화 지원",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,문화산업과,,0,,,13,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:44:30,2025-09-18 16:04:54,2025-11-04T00:01:41.595689
20250918005400211762,경남 웹툰캠퍼스 운영,일자리,창업,"웹툰 전문교육, 입주실 및 창작 지원으로 지역 인재 양성 및 웹툰산업 활성화, 웹툰 페스티벌 개최를 통한 웹툰 산업 확산 및 향유 기회 마련
 ","○ 도내 청소년, 일반인 및 예비·기성 웹툰작가
○ 단계별 전문 웹툰교육 운영 및 창작 지원, 작가·기업 입주실 운영 등",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,문화산업과,,0,,,9,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:41:55,2025-09-18 16:03:30,2025-11-04T00:01:41.595689
20250918005400211761,경남글로벌게임센터 운영,일자리,창업,"글로벌 게임 산업의 중심지로 변화하는 혁신적인 허브 조성, 경남의 게임 산업 생태계 강화 및 글로벌 네트워크 확장을 통한 지속 가능한 성장 체계 구축","○ 경남글로벌게임센터 운영, 게임산업 육성
○ 인큐베이팅 지원, 게임 제작 지원, 게임산업 유통 지원, 인재 양성 지원",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,문화산업과,,0,,,15,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:39:40,2025-09-18 11:20:24,2025-11-04T00:01:41.595689
20250918005400211760,경남 글로벌 융복합 콘텐츠산업타운 조성,일자리,취업,"제조업 중심 구조를 신성장 동력인 콘텐츠산업으로 전환 육성, 콘텐츠산업 고도화로 청년 일자리 창출 및 지역 불균형 해소",경남 글로벌 융복합 콘텐츠산업타운 조성 ,"맞춤형상담서비스,교육지원",19,39,,,,https://youth.gyeongnam.go.kr/youth/,문화산업과,,0,,,10,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:37:42,2025-09-18 11:14:19,2025-11-04T00:01:41.595689
20250918005400211759,그린 스타트업 타운 조성,일자리,창업,"낙후된 도심기능을 창업, 벤처 중심으로 회복시키기 위해 도시재생뉴딜사업과 연계한 친환경 스타트업 타운 조성","복합허브센터 신축(8,000㎡) 및 공학2호관 일부 리모델링(769㎡) ",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,창업지원과,,0,,,11,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:35:23,2025-09-18 11:12:26,2025-11-04T00:01:41.595689
20250918005400211758,청년 창업아카데미 운영,일자리,창업,"권역별 청년 유동인구가 많고, 접근성과 창업 인프라 환경이 우수한 곳을 창업 거점으로 운영하여 지역 간 창업 지원 불균형 해소","○ (예비) 창업가
○ 경남 동부권(양산, 김해, 밀양) 청년 창업 아카데미 조성에 따른 사업 및 운영비 지원
  - 청년 창업아카데미 입주기업 선발 및 맞춤형 창업기업 지원사업 추진
  - 경남 동부지역 창업문화 및 창업 네트워크 확산 프로그램 운영
  - 민간 참여 협업사업 추진",교육지원,19,39,,,,https://youth.gyeongnam.go.kr/youth/,창업지원과,,0,,,42,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:24:57,2025-09-18 11:17:26,2025-11-04T00:01:41.595689
20250918005400211757,대학 특화 청년창업 활성화 지원,일자리,창업,"도내 대학 보유 공간, 장비, 연구성과 등을 활용한 대학별 특화 비즈니스 모델 정립 및 체계적인 실전형 청년 창업 지원, 대학별 창업 특화 분야의 우수 창업기획자(액셀러레이터) 지원으로 체계적인 청년 창업가 육성 기반 마련
","○ 19 ~ 39세 도내 청년 창업자(업력 7년 미만)
○ 대학별 특화 창업분야 육성 지원 및 액셀러레이팅
  - 사업화, 투자유치, 대학 내 공간 연계 창업공간 지원
  - 창업기획자(액셀러레이터)를 통한 액셀러레이팅, 데모데이 개최",교육지원,19,39,20250101 ~ 20250131,,,https://youth.gyeongnam.go.kr/youth/,창업지원과,,0,,,20,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 09:15:30,2025-09-18 11:17:10,2025-11-04T00:01:41.595689
20250918005400211756,주력산업 상생희망공제 지원,일자리,재직자,협업을 통한 기업 청년 핵심인력 장기재직 지원으로 중소기업 성장 촉진과 경쟁력 강화로 지역 인구 유입 및 지역 주도형 청년일자리 창출,"○ (사업대상)
  - (기업) 도내 주력산업(항공, 방산 등, 제조업 포함)을 영위하는 중소기업
  - (청년) 해당 기업에 종사하는 18 ~ 45세 재직자
○ (사업내용)  
  - 도내 주력산업 중소기업에 재직 중인 청년이 5년간 만기 재직한 경우 청년지원금 지원
     * 만기금(2,880만원/5년) = 도(720만원) + 기업(1,440만원) + 청년(720만원)","중소기업,보조금",18,45,20250101 ~ 20250131,,,https://youth.gyeongnam.go.kr/youth/,청년정책과,,158,,,22,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 08:38:35,2025-09-18 11:16:51,2025-11-04T00:01:41.595689
20250918005400211755,청년 면접정장 무료 대여,일자리,취업,"청년 실업률 증가 및 취업 준비기간의 장기화로 청년들에게 소요되는 구직 과정의 과중한 경제적 부담 경감
 ","○ 18 ~ 39세 취업준비생 및 구직자(도내 주소를 둔 청년)
○ 구직 청년에 대한 면접정장 무료 대여(3박 4일, 연 5회/인)",장기미취업청년,18,39,,서비스 이용 신청(청년구직자) → 대상자 자격 확인 및 안내(운영업체) → 예약 및 방문(신청자 → 운영업체) → 정장 코디(운영업체) → 정장 수령(운영업체 → 신청자) → 정장 반납(신청자 → 운영업체),,https://youth.gyeongnam.go.kr/youth/,청년정책과,,0,,,15,"48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890",2025-09-18 08:31:56,2025-09-18 11:16:17,2025-11-04T00:01:41.595689
